Participant_ID,Learning_Rate,Intercept,Slope
10.0,0.10682082270479075,1.3356843127564635,0.005581638663249881
11.0,5.431785535361244e-06,0.3749309385942995,3.9484261918182013
12.0,0.3518134171168853,1.980979177830493,0.0024773558208659166
13.0,0.11537889642655913,1.389629892264723,0.006927457193272798
14.0,5.631704412432777e-06,0.7277947375804015,3.498254629954875
15.0,0.8081545335308211,1.6927935026696743,0.0019927667436274283
16.0,6.260515693616816e-06,4.699322928691088,-9.82276390336784
17.0,1.3683899568570061e-05,1.268685350377712,1.268685350557055
18.0,0.06039494264342111,1.4373417780170685,0.0070909212092783004
19.0,1.2595973843442162e-05,0.6780583332427619,2.442956287342566
1.0,1.3200711835426708e-05,1.3134124801952844,1.3134124804957732
20.0,1.8953099184715318e-05,0.7653053641973864,2.5803632508203402
21.0,0.001703396069625523,1.1869611876219093,0.033151602513207264
22.0,0.0011760569941450308,1.389574470301444,0.07375044014672455
23.0,2.815259689447998e-06,0.16277442570762848,4.669844141249082
24.0,1.0684511593948565e-05,-0.8401706865782567,8.281979333568819
25.0,0.0007539090410451086,1.3734380091882208,-0.039424017089258426
26.0,0.13846763613493213,1.7471845117217704,0.003321983606419226
27.0,3.0653191294679518e-06,-2.406023465685306,14.461638424074453
28.0,2.4283604899494695e-05,1.2142471243765232,1.2142471256851188
29.0,3.7650442720634305e-06,3.051390587036404,-5.956972186013871
2.0,7.230266874163472e-06,0.11488381011657407,4.653270243356763
30.0,8.82276007196713e-06,0.009176349232467169,4.429286439379945
3.0,0.00041616833304805486,1.156522785311639,0.05557790327969776
4.0,0.0,2.0252338973391786,0.11207179188406707
5.0,0.13427411814161408,1.1659682453947038,-0.0018574049904559996
6.0,3.340585983451193e-05,1.1045122799725602,1.1045122824490097
7.0,0.09560892406220799,1.5500920629256174,0.005702225714088592
8.0,0.02898636974446576,1.490071731046804,0.004043913892070342
9.0,0.3924953210136567,1.4129614144456042,0.002111902325008057
