Participant_ID,Learning_Rate,Intercept,Slope
10,0.527570602108497,1.6103466955177672,0.14536130837290304
11,0.5686957829765332,1.2134745276085586,0.20146346661522174
12,0.12773150677026895,1.6346469866293662,0.24579334706570055
13,0.37290031148350683,1.2294304283368518,0.2728760555804389
14,0.22183002027510096,1.2478744532412918,0.2524134910984794
15,0.6681299110588115,1.6733505228168022,0.5403798833453874
16,0.000330978317364013,0.7268635437721409,2.5722341956188854
17,0.808348868250343,1.315997296810052,0.08382683239664782
18,3.0485028769964354e-05,-23.572730773586137,100.0
19,0.0004159220112508336,0.14186221764086923,4.252362348651727
1,1.0370753367080876e-05,25.107207073184473,-92.95654188127973
20,1.1248015147802136e-05,-23.599353054972138,99.99997561147083
21,0.00015524821303649733,1.154414653885816,1.7048552540154176
22,0.6001266301731253,1.5255681449767862,0.19163843265507788
23,2.4531074394989155e-05,26.51722906907928,-100.0
24,0.000758014548673474,1.3292939506284012,1.8585209648226457
25,0.9686451983566768,1.3466437173502595,0.19547661863732976
26,0.4595939764970368,2.8779474972768533,-0.25430204547971735
27,0.20114760500409942,1.2625795669216917,0.3266688907975325
28,0.39526027528173974,1.3566325381264848,0.1557774076359175
29,0.7010387023755863,1.3732234700252397,0.12871950874235555
2,0.00028277070212282587,0.6304116605420402,3.6022830037814506
30,9.60653430024871e-05,1.6300737642847103,-1.893029982259289
3,0.42760372653435763,1.4784124531869633,0.09258325677917754
4,0.6136995420408177,2.0267136215881973,0.2617210691691683
5,0.24778080792760535,1.0355467554385231,0.14870169827219926
6,3.7389410285554124e-05,-22.894418565661944,97.99631283753129
7,0.6287296136175309,1.747745744436297,0.10025681296055018
8,0.22081522263241957,1.5733422218863258,0.26683275429492875
9,1.2930754596195926e-05,26.543622103583232,-100.0
